observation_id,place_id,iso3,place_name,indicator_id,indicator_code,indicator_name,domain,raw_value,unit_label,reference_year,global_rank_within_indicator,indicator_country_count,adverse_percentile_within_indicator,comparison_direction,source_id,source_snapshot_id,source_vintage,extraction_timestamp,license_id,data_license_uri,evidence_kind,uncertainty_class,pain_relevance,caveat
painmap-human-health-pressure-context-v1:FJI:hiv-prevalence:2024,FJI,FJI,Fiji,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,1,percent of population ages 15–49,2024,37,153,76.32,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:THA:hiv-prevalence:2024,THA,THA,Thailand,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,1,percent of population ages 15–49,2024,37,153,76.32,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:CPV:hiv-prevalence:2024,CPV,CPV,Cape Verde,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.9,percent of population ages 15–49,2024,41,153,73.68,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:DJI:hiv-prevalence:2024,DJI,DJI,Djibouti,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.9,percent of population ages 15–49,2024,41,153,73.68,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:LBR:hiv-prevalence:2024,LBR,LBR,Liberia,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.9,percent of population ages 15–49,2024,41,153,73.68,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:MDA:hiv-prevalence:2024,MDA,MDA,Moldova,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.9,percent of population ages 15–49,2024,41,153,73.68,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:MMR:hiv-prevalence:2024,MMR,MMR,Myanmar,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.9,percent of population ages 15–49,2024,41,153,73.68,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:TCD:hiv-prevalence:2024,TCD,TCD,Chad,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.9,percent of population ages 15–49,2024,41,153,73.68,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:BDI:hiv-prevalence:2024,BDI,BDI,Burundi,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.8,percent of population ages 15–49,2024,47,153,69.74,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:KNA:hiv-prevalence:2024,KNA,KNA,Saint Kitts and Nevis,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.8,percent of population ages 15–49,2024,47,153,69.74,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:MLI:hiv-prevalence:2024,MLI,MLI,Mali,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.8,percent of population ages 15–49,2024,47,153,69.74,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:VCT:hiv-prevalence:2024,VCT,VCT,Saint Vincent and the Grenadines,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.8,percent of population ages 15–49,2024,47,153,69.74,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:BEN:hiv-prevalence:2024,BEN,BEN,Benin,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.7,percent of population ages 15–49,2024,51,153,67.11,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:BRA:hiv-prevalence:2024,BRA,BRA,Brazil,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.7,percent of population ages 15–49,2024,51,153,67.11,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:CHL:hiv-prevalence:2024,CHL,CHL,Chile,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.7,percent of population ages 15–49,2024,51,153,67.11,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:COD:hiv-prevalence:2024,COD,COD,Democratic Republic of the Congo,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.7,percent of population ages 15–49,2024,51,153,67.11,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:EST:hiv-prevalence:2024,EST,EST,Estonia,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.7,percent of population ages 15–49,2024,51,153,67.11,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:ETH:hiv-prevalence:2024,ETH,ETH,Ethiopia,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.7,percent of population ages 15–49,2024,51,153,67.11,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:COL:hiv-prevalence:2024,COL,COL,Colombia,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.6,percent of population ages 15–49,2024,57,153,63.16,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:CRI:hiv-prevalence:2024,CRI,CRI,Costa Rica,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.6,percent of population ages 15–49,2024,57,153,63.16,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:CUB:hiv-prevalence:2024,CUB,CUB,Cuba,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.6,percent of population ages 15–49,2024,57,153,63.16,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:VEN:hiv-prevalence:2024,VEN,VEN,Venezuela,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.6,percent of population ages 15–49,2024,57,153,63.16,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:BFA:hiv-prevalence:2024,BFA,BFA,Burkina Faso,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.5,percent of population ages 15–49,2024,61,153,60.53,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:DMA:hiv-prevalence:2024,DMA,DMA,Dominica,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.5,percent of population ages 15–49,2024,61,153,60.53,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:KHM:hiv-prevalence:2024,KHM,KHM,Cambodia,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.5,percent of population ages 15–49,2024,61,153,60.53,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:LVA:hiv-prevalence:2024,LVA,LVA,Latvia,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.5,percent of population ages 15–49,2024,61,153,60.53,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:MDG:hiv-prevalence:2024,MDG,MDG,Madagascar,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.5,percent of population ages 15–49,2024,61,153,60.53,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:MEX:hiv-prevalence:2024,MEX,MEX,Mexico,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.5,percent of population ages 15–49,2024,61,153,60.53,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:PRT:hiv-prevalence:2024,PRT,PRT,Portugal,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.5,percent of population ages 15–49,2024,61,153,60.53,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
painmap-human-health-pressure-context-v1:PRY:hiv-prevalence:2024,PRY,PRY,Paraguay,hiv-prevalence,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",infectious-disease,0.5,percent of population ages 15–49,2024,61,153,60.53,higher_value_more_adverse_context,world-bank-health-pressure-context,snapshot.world-bank-health-pressure.sh.dyn.aids.zs.2026-07-31,"UNAIDS estimates, Joint United Nations Programme on HIV/AIDS (UNAIDS), uri: https://aidsinfo.unaids.org/, publisher: UNAIDS, date accessed: 2025-08-27, date published: 2025-07; observation year 2024; retrieved 2026-07-31",2026-07-31T06:16:43Z,world-bank-terms,https://www.worldbank.org/en/about/legal/terms-of-use-for-datasets,proxy,low,"HIV and associated conditions can produce painful symptoms and treatment burdens. Prevalence is a disease-context proxy, not a pain estimate.","Proxy/context indicator only. It does not directly measure pain intensity, duration, prevalence, disability, or total suffering."
