candidate_id,seed_url,resolved_url,http_status,content_type,byte_size,sha256,is_official_fao_domain,resource_type,contains_qcl,contains_rp,contains_download,contains_api,contains_bulk,contains_fenix,candidate_endpoint_or_reference,candidate_endpoint_type,candidate_supports_qcl,candidate_supports_rp,candidate_supports_metadata_only,candidate_supports_data_download,recommended_status,recommended_next_action,error
ref-059,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,"https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Creative Commons Attribution-4.0 International licence</a></strong> (CC BY 4.0) available here as complemented by the Terms of Use outlined below. In other words, when you access, download, or otherwise extract any data or datasets from these databases, you agree to comply with the terms and conditions of the CC BY 4.0 licence and all terms specified in the additional terms of use outlined below.</p><h2>ADDITIONAL TERMS OF USE </h2><h4>1. Prohibited uses</h4><p>You will not use the datasets contained in FAO corporate statistical databases for any other purposes and/or in any other manner than as expressly provided herein, nor attempt to de-anonymize the datasets. Datasets shall not be used for or in conjunction with the promotion of a commercial enterprise and/or its product(s) or services (s), and/or in any way that suggests that FAO endorses any specific company, products or services. Furthermore, you shall not use FAO datasets in a manner that falsifies or misrepresents their content. </p><h4>2. Third party exceptions</h4><p>FAO corporate statistical databases may include data provided by third parties which may not be redistributed or reused without the consent of the original data provider, or that may be subject to terms and conditions which are different than those of FAO. In such cases, these conditions are included in the dataset metadata or webpage. It is your responsibility to determine if a particular dataset is fully or partially owned by third parties and/or whether additional restrictions may apply. It is your responsibility to act in compliance with the terms and conditions of the third-party data providers. FAO does not represent or warrant that it owns or controls all rights in all its datasets, and FAO will not be liable to you for any claims brought against you by third parties in connection with the use of any dataset.</p><h4>3. Attribution</h4><p>The CC BY 4.0 licence specifies that you must give appropriate attribution and credit to FAO for any work produced using an FAO dataset or when FAO data is re-disseminated. The citation must follow the following format:    “FAO. [YYYY (year of last update)]. [Name of database: Name of dataset OR Name of database]. [Accessed on [DD Month YYYY]]. [URL] Licence: CC-BY-4.0.”</p><h4>4. No endorsement</h4><p>You may not in any way represent that FAO has participated, sponsored, approved, or endorsed the manner or purpose of your use or reproduction of any dataset contained in an FAO corporate statistical database.</p><h4>5. Exclusion of liability</h4><p>All reasonable precautions have been taken by FAO to verify the accuracy and accessibility of its databases, but notwithstanding the foregoing, these databases are provided to you without warranty of any kind, either expressed or implied. FAO also reserves the right at any time and from time to time to modify or discontinue, temporarily or permanently, its databases or some of their datasets, or any means of accessing or utilizing the databases with or without prior notice to you. FAO is not responsible or liable in any way to you for any loss or damage incurred in connection to the use of FAO databases or for the accuracy, usefulness, availability and accessibility of any database.</p><h4>6. Dispute resolution</h4><p>Any dispute, controversy or claim arising out of or in relation to this licence that cannot be settled amicably shall be submitted to arbitration in accordance with the Arbitration Rules of the United Nations Commission on International Trade Law (UNCITRAL). The parties shall be bound by any arbitration award rendered in accordance with the above-mentioned rules as the final adjudication of any such dispute. </p><h4>7. Amending FAO Statistical Database Terms of Use and associated Terms and Conditions regarding the Reuse of Web content</h4><p>The&nbsp;<a href=",reference_only,,0,,true,other,false,true,true,false,false,false,"https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Creative Commons Attribution-4.0 International licence</a></strong> (CC BY 4.0) available here as complemented by the Terms of Use outlined below. In other words, when you access, download, or otherwise extract any data or datasets from these databases, you agree to comply with the terms and conditions of the CC BY 4.0 licence and all terms specified in the additional terms of use outlined below.</p><h2>ADDITIONAL TERMS OF USE </h2><h4>1. Prohibited uses</h4><p>You will not use the datasets contained in FAO corporate statistical databases for any other purposes and/or in any other manner than as expressly provided herein, nor attempt to de-anonymize the datasets. Datasets shall not be used for or in conjunction with the promotion of a commercial enterprise and/or its product(s) or services (s), and/or in any way that suggests that FAO endorses any specific company, products or services. Furthermore, you shall not use FAO datasets in a manner that falsifies or misrepresents their content. </p><h4>2. Third party exceptions</h4><p>FAO corporate statistical databases may include data provided by third parties which may not be redistributed or reused without the consent of the original data provider, or that may be subject to terms and conditions which are different than those of FAO. In such cases, these conditions are included in the dataset metadata or webpage. It is your responsibility to determine if a particular dataset is fully or partially owned by third parties and/or whether additional restrictions may apply. It is your responsibility to act in compliance with the terms and conditions of the third-party data providers. FAO does not represent or warrant that it owns or controls all rights in all its datasets, and FAO will not be liable to you for any claims brought against you by third parties in connection with the use of any dataset.</p><h4>3. Attribution</h4><p>The CC BY 4.0 licence specifies that you must give appropriate attribution and credit to FAO for any work produced using an FAO dataset or when FAO data is re-disseminated. The citation must follow the following format:    “FAO. [YYYY (year of last update)]. [Name of database: Name of dataset OR Name of database]. [Accessed on [DD Month YYYY]]. [URL] Licence: CC-BY-4.0.”</p><h4>4. No endorsement</h4><p>You may not in any way represent that FAO has participated, sponsored, approved, or endorsed the manner or purpose of your use or reproduction of any dataset contained in an FAO corporate statistical database.</p><h4>5. Exclusion of liability</h4><p>All reasonable precautions have been taken by FAO to verify the accuracy and accessibility of its databases, but notwithstanding the foregoing, these databases are provided to you without warranty of any kind, either expressed or implied. FAO also reserves the right at any time and from time to time to modify or discontinue, temporarily or permanently, its databases or some of their datasets, or any means of accessing or utilizing the databases with or without prior notice to you. FAO is not responsible or liable in any way to you for any loss or damage incurred in connection to the use of FAO databases or for the accuracy, usefulness, availability and accessibility of any database.</p><h4>6. Dispute resolution</h4><p>Any dispute, controversy or claim arising out of or in relation to this licence that cannot be settled amicably shall be submitted to arbitration in accordance with the Arbitration Rules of the United Nations Commission on International Trade Law (UNCITRAL). The parties shall be bound by any arbitration award rendered in accordance with the above-mentioned rules as the final adjudication of any such dispute. </p><h4>7. Amending FAO Statistical Database Terms of Use and associated Terms and Conditions regarding the Reuse of Web content</h4><p>The&nbsp;<a href=",download_candidate_unfetched,false,true,false,true,official_download_endpoint_candidate_unfetched,Do not fetch yet; report to ChatGPT for approval as a source-snapshot candidate.,
ref-060,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Data protection and privacy</a>        </li>        <li class=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Data protection and privacy</a>        </li>        <li class=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-061,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>FAO Statistical Database Terms of Use</h2></div></div><div >    <div class=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>FAO Statistical Database Terms of Use</h2></div></div><div >    <div class=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-062,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Fisheries and Aquaculture (FishStat)</a></li><li><a data-sf-ec-immutable=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Fisheries and Aquaculture (FishStat)</a></li><li><a data-sf-ec-immutable=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-063,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Food Price Monitoring and Analysis (FPMA) Tool </a></li><li><a data-sf-ec-immutable=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Food Price Monitoring and Analysis (FPMA) Tool </a></li><li><a data-sf-ec-immutable=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-064,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Global Animal Disease Information System (EMPRES-i +)</a></li><li><a data-sf-ec-immutable=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Global Animal Disease Information System (EMPRES-i +)</a></li><li><a data-sf-ec-immutable=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-065,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,"https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Global Individual Food Consumption&nbsp;(FAO/WHO GIFT)</a><strong>&nbsp;</strong>–&nbsp;Aggregated data and indicators only, not microdata</li><li><a data-sf-ec-immutable=",reference_only,,0,,true,other,false,false,false,false,false,false,"https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Global Individual Food Consumption&nbsp;(FAO/WHO GIFT)</a><strong>&nbsp;</strong>–&nbsp;Aggregated data and indicators only, not microdata</li><li><a data-sf-ec-immutable=",reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-066,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Hand-in-Hand (HiH) Geospatial Platform</a></li><li><a data-sf-ec-immutable=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Hand-in-Hand (HiH) Geospatial Platform</a></li><li><a data-sf-ec-immutable=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-067,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Statistical Database Terms of Use</li>    </ol></nav><div class=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Statistical Database Terms of Use</li>    </ol></nav><div class=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-068,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,"https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Terms and Conditions regarding the Reuse of Web content</a></strong>, which are incorporated herein by reference.</p><h2>LICENCES</h2><p>FAO encourages you to use datasets contained in FAO corporate statistical databases for research, statistical, scientific and evidence-based decision-making purposes. You may access, download, create copies, adapt and re-disseminate datasets subject to these Database terms.    Unless specified otherwise in their metadata or webpage, all datasets disseminated through FAO corporate statistical databases (see examples in Annex 1) are licensed under the <strong><a href=",reference_only,,0,,true,other,false,true,true,false,false,false,"https://www.fao.org/contact-us/terms/db-terms-of-use/en/>Terms and Conditions regarding the Reuse of Web content</a></strong>, which are incorporated herein by reference.</p><h2>LICENCES</h2><p>FAO encourages you to use datasets contained in FAO corporate statistical databases for research, statistical, scientific and evidence-based decision-making purposes. You may access, download, create copies, adapt and re-disseminate datasets subject to these Database terms.    Unless specified otherwise in their metadata or webpage, all datasets disseminated through FAO corporate statistical databases (see examples in Annex 1) are licensed under the <strong><a href=",download_candidate_unfetched,false,true,false,true,official_download_endpoint_candidate_unfetched,Do not fetch yet; report to ChatGPT for approval as a source-snapshot candidate.,
ref-069,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>window.dataLayer = window.dataLayer || [];window.dataLayer.push({ ,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/>window.dataLayer = window.dataLayer || [];window.dataLayer.push({ ,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-070,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/Statistical Database Terms of Use,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/Statistical Database Terms of Use,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-071,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/Statistical Database Terms of Use  | FAO | Food and Agriculture Organization of the United Nations,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/Statistical Database Terms of Use  | FAO | Food and Agriculture Organization of the United Nations,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-072,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-bs-dismiss=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-bs-dismiss=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-073,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-bs-target=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-bs-target=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-074,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-bs-theme,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-bs-theme,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-075,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-bs-toggle=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-bs-toggle=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-076,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-displaymode=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-displaymode=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-077,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-keyboard=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-keyboard=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-078,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-page-edit-prevent=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-page-edit-prevent=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-079,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-placeholder-label=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-placeholder-label=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-080,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-resultsUrl=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-resultsUrl=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-081,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-sf-culture=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-sf-culture=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-082,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-sf-ec-immutable=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-sf-ec-immutable=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-083,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-sf-element=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/data-sf-element=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-084,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/dataLayer,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/dataLayer,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-085,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/footer-download col-md-5,reference_only,,0,,true,other,false,false,true,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/footer-download col-md-5,download_candidate_unfetched,false,false,false,true,official_download_endpoint_candidate_unfetched,Do not fetch yet; report to ChatGPT for approval as a source-snapshot candidate.,
ref-086,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/en/}        </script> <title>Statistical Database Terms of Use  | FAO | Food and Agriculture Organization of the United Nations</title> <script src=,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/en/}        </script> <title>Statistical Database Terms of Use  | FAO | Food and Agriculture Organization of the United Nations</title> <script src=,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-087,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/es,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/es,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-088,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/fr,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/fr,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-089,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/ru,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/ru,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-090,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/db-terms-of-use/zh,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/db-terms-of-use/zh,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-091,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/en,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/en,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-092,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/terms/en/,reference_only,,0,,true,html,false,false,false,false,false,false,https://www.fao.org/contact-us/terms/en/,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-093,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/contact-us/zh,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/contact-us/zh,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-094,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/dad-is/data/en/,reference_only,,0,,true,html,false,false,false,false,false,false,https://www.fao.org/dad-is/data/en/,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-095,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/docs/corporatelibraries/default-document-library/favicon/favicon.ico,reference_only,,0,,true,other,false,true,false,false,false,false,https://www.fao.org/docs/corporatelibraries/default-document-library/favicon/favicon.ico,reference,false,true,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-096,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/employment/home/en/,reference_only,,0,,true,html,false,false,false,false,false,false,https://www.fao.org/employment/home/en/,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-097,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/europe/en/,reference_only,,0,,true,html,false,false,false,false,false,false,https://www.fao.org/europe/en/,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-098,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/faostat/en/#home,reference_only,,0,,true,html,false,false,false,false,false,false,https://www.fao.org/faostat/en/#home,page_or_app_reference,false,false,true,false,official_metadata_endpoint_candidate,Candidate official FAO metadata/API/app reference; report to ChatGPT before fetching further.,
ref-099,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/fishery/en/fishstat,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/fishery/en/fishstat,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-100,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/giews/food-prices/tool/public/,reference_only,,0,,true,html,false,false,false,false,false,false,https://www.fao.org/giews/food-prices/tool/public/,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-101,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/gift-individual-food-consumption/en,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/gift-individual-food-consumption/en,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-102,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/hih-geospatial-platform/en,reference_only,,0,,true,other,false,false,false,false,false,false,https://www.fao.org/hih-geospatial-platform/en,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-103,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/home/search/en/,reference_only,,0,,true,html,false,false,false,false,false,false,https://www.fao.org/home/search/en/,reference,false,false,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-104,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/images/corporatelibraries/logos/fao-logo-en.svg?sfvrsn=f64522b4_36,reference_only,,0,,true,other,false,true,false,false,false,false,https://www.fao.org/images/corporatelibraries/logos/fao-logo-en.svg?sfvrsn=f64522b4_36,reference,false,true,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-105,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/images/corporatelibraries/social-icons/bluesky.svg?sfvrsn=91618a92_1,reference_only,,0,,true,other,false,true,false,false,false,false,https://www.fao.org/images/corporatelibraries/social-icons/bluesky.svg?sfvrsn=91618a92_1,reference,false,true,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-106,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-facebook.svg?sfvrsn=b87ff153_3,reference_only,,0,,true,other,false,true,false,false,false,false,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-facebook.svg?sfvrsn=b87ff153_3,reference,false,true,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-107,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-instagram.svg?sfvrsn=a778452f_3,reference_only,,0,,true,other,false,true,false,false,false,false,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-instagram.svg?sfvrsn=a778452f_3,reference,false,true,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-108,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-linkedin.svg?sfvrsn=1025492c_3,reference_only,,0,,true,other,false,true,false,false,false,false,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-linkedin.svg?sfvrsn=1025492c_3,reference,false,true,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-109,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-soundcloud.svg?sfvrsn=26e63892_3,reference_only,,0,,true,other,false,true,false,false,false,false,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-soundcloud.svg?sfvrsn=26e63892_3,reference,false,true,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-110,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-tiktok.svg?sfvrsn=b2228fd0_3,reference_only,,0,,true,other,false,true,false,false,false,false,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-tiktok.svg?sfvrsn=b2228fd0_3,reference,false,true,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-111,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-tuotiao.svg?sfvrsn=1883ae3_3,reference_only,,0,,true,other,false,true,false,false,false,false,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-tuotiao.svg?sfvrsn=1883ae3_3,reference,false,true,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-112,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-twitter.svg?sfvrsn=c68bb7c2_4,reference_only,,0,,true,other,false,true,false,false,false,false,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-twitter.svg?sfvrsn=c68bb7c2_4,reference,false,true,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-113,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-wechat.svg,reference_only,,0,,true,other,false,true,false,false,false,false,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-wechat.svg,reference,false,true,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-114,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-wechat.svg?sfvrsn=cd28c1ee_3,reference_only,,0,,true,other,false,true,false,false,false,false,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-wechat.svg?sfvrsn=cd28c1ee_3,reference,false,true,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-115,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-weibo.svg?sfvrsn=7b5b0403_3,reference_only,,0,,true,other,false,true,false,false,false,false,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-weibo.svg?sfvrsn=7b5b0403_3,reference,false,true,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
ref-116,https://www.fao.org/contact-us/terms/db-terms-of-use/en/,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-youtube.svg?sfvrsn=94de1814_3,reference_only,,0,,true,other,false,true,false,false,false,false,https://www.fao.org/images/corporatelibraries/social-icons/social-icon-youtube.svg?sfvrsn=94de1814_3,reference,false,true,false,false,manual_review_required,Official FAO reference found but relevance is unclear; review manually.,
