iso3,display_name,place_id_candidate,current_status,candidate_status,promote_to_canonical,blocking_reasons,next_action
GTM,Guatemala,country:GTM,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
GUF,French Guiana,country:GUF,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
GUM,Guam,country:GUM,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
GUY,Guyana,country:GUY,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
HKG,Hong Kong,country:HKG,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
HMD,Heard Island and McDonald Islands,country:HMD,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
HND,Honduras,country:HND,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
HRV,Croatia,country:HRV,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
HTI,Haiti,country:HTI,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
HUN,Hungary,country:HUN,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
IDN,Indonesia,country:IDN,boundary_index_only_in_active_release,source_backed_partial_manual_review,False,"[""candidate rows require manual source and method review"", ""OWID original-provider terms require final license review"", ""remaining canonical country-profile source groups are incomplete"", ""candidate package has not been promoted into the immutable release""]","Review the three captured source groups, complete remaining source groups, then create a new immutable release rather than mutating the current release."
IMN,Isle of Man,country:IMN,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
IND,India,country:IND,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
IOT,British Indian Ocean Territory,country:IOT,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
IRL,Ireland,country:IRL,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
IRN,Iran,country:IRN,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
IRQ,Iraq,country:IRQ,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
ISL,Iceland,country:ISL,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
ISR,Israel,country:ISR,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
ITA,Italy,country:ITA,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
JAM,Jamaica,country:JAM,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
JEY,Jersey,country:JEY,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
JOR,Jordan,country:JOR,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
JPN,Japan,country:JPN,boundary_index_only_in_active_release,source_backed_partial_manual_review,False,"[""candidate rows require manual source and method review"", ""OWID original-provider terms require final license review"", ""remaining canonical country-profile source groups are incomplete"", ""candidate package has not been promoted into the immutable release""]","Review the three captured source groups, complete remaining source groups, then create a new immutable release rather than mutating the current release."
KAZ,Kazakhstan,country:KAZ,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
KEN,Kenya,country:KEN,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
KGZ,Kyrgyzstan,country:KGZ,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
KHM,Cambodia,country:KHM,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
KIR,Kiribati,country:KIR,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
KNA,Saint Kitts and Nevis,country:KNA,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
KOR,South Korea,country:KOR,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
KWT,Kuwait,country:KWT,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
LAO,Laos,country:LAO,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
LBN,Lebanon,country:LBN,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
LBR,Liberia,country:LBR,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
LBY,Libya,country:LBY,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
LCA,Saint Lucia,country:LCA,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
LIE,Liechtenstein,country:LIE,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
LKA,Sri Lanka,country:LKA,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
LSO,Lesotho,country:LSO,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
LTU,Lithuania,country:LTU,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
LUX,Luxembourg,country:LUX,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
LVA,Latvia,country:LVA,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MAC,Macao,country:MAC,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MAF,Saint Martin (French part),country:MAF,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MAR,Morocco,country:MAR,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MCO,Monaco,country:MCO,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MDA,Moldova,country:MDA,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MDG,Madagascar,country:MDG,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MDV,Maldives,country:MDV,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MEX,Mexico,country:MEX,boundary_index_only_in_active_release,source_backed_partial_manual_review,False,"[""candidate rows require manual source and method review"", ""OWID original-provider terms require final license review"", ""remaining canonical country-profile source groups are incomplete"", ""candidate package has not been promoted into the immutable release""]","Review the three captured source groups, complete remaining source groups, then create a new immutable release rather than mutating the current release."
MHL,Marshall Islands,country:MHL,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MKD,North Macedonia,country:MKD,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MLI,Mali,country:MLI,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MLT,Malta,country:MLT,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MMR,Myanmar,country:MMR,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MNE,Montenegro,country:MNE,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MNG,Mongolia,country:MNG,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MNP,Northern Mariana Islands,country:MNP,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MOZ,Mozambique,country:MOZ,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MRT,Mauritania,country:MRT,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MSR,Montserrat,country:MSR,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MTQ,Martinique,country:MTQ,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MUS,Mauritius,country:MUS,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MWI,Malawi,country:MWI,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MYS,Malaysia,country:MYS,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
MYT,Mayotte,country:MYT,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
NAM,Namibia,country:NAM,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
NCL,New Caledonia,country:NCL,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
NER,Niger,country:NER,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
NFK,Norfolk Island,country:NFK,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
NGA,Nigeria,country:NGA,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
NIC,Nicaragua,country:NIC,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
NIU,Niue,country:NIU,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
NLD,Netherlands,country:NLD,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
NOR,Norway,country:NOR,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
NPL,Nepal,country:NPL,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
NRU,Nauru,country:NRU,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
NZL,New Zealand,country:NZL,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
OMN,Oman,country:OMN,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
PAK,Pakistan,country:PAK,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
PAN,Panama,country:PAN,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
PCN,Pitcairn,country:PCN,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
PER,Peru,country:PER,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
PHL,Philippines,country:PHL,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
PLW,Palau,country:PLW,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
PNG,Papua New Guinea,country:PNG,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
POL,Poland,country:POL,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
PRI,Puerto Rico,country:PRI,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
PRK,North Korea,country:PRK,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
PRT,Portugal,country:PRT,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
PRY,Paraguay,country:PRY,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
PSE,"Palestine, State of",country:PSE,unknown_until_hidden_release_artifacts_fetchable,not_promoted,False,"[""PainMap hidden coverage artifacts not fetched"", ""source snapshots not captured"", ""licenses not fully verified"", ""numeric values not fetched/QAed""]","Run Codex release compiler task to fetch source snapshots, fill values, validate licenses, and update coverage summary."
