dataset_code,dataset_name,provider_name,element_code,element_label,item_code,item_label,include_status,classification_basis,double_counting_risk_note,method_status,allowed_use_scope
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,270,Rape or colza seed,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,271,"Rapeseed or canola oil, crude",excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,275,Tung nuts,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,277,Jojoba seeds,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,280,Safflower seed,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,281,"Safflower-seed oil, crude",excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,289,Sesame seed,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,290,Oil of sesame seed,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,292,Mustard seed,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,296,Poppy seed,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,299,Melonseed,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,305,Tallowtree seeds,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,310,Kapok fruit,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,311,Kapokseed in shell,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,328,"Seed cotton, unginned",excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,329,Cotton seed,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,331,Cottonseed oil,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,333,Linseed,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,334,Oil of linseed,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,336,Hempseed,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,339,"Other oil seeds, n.e.c.",excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,358,Cabbages,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,366,Artichokes,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,367,Asparagus,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,372,Lettuce and chicory,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,373,Spinach,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,378,Cassava leaves,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,388,Tomatoes,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,393,Cauliflowers and broccoli,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,394,"Pumpkins, squash and gourds",excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,397,Cucumbers and gherkins,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,399,Eggplants (aubergines),excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,401,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,402,"Onions and shallots, green",excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,403,"Onions and shallots, dry (excluding dehydrated)",excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,406,Green garlic,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,407,Leeks and other alliaceous vegetables,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,414,"Other beans, green",excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,417,"Peas, green",excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,420,"Broad beans and horse beans, green",excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,423,String beans,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,426,Carrots and turnips,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,430,Okra,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,446,Green corn (maize),excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,449,Mushrooms and truffles,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,459,Chicory roots,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,461,Locust beans (carobs),excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,463,"Other vegetables, fresh n.e.c.",excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,486,Bananas,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,489,Plantains and cooking bananas,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,490,Oranges,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,495,"Tangerines, mandarins, clementines",excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,497,Lemons and limes,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,507,Pomelos and grapefruits,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,512,"Other citrus fruit, n.e.c.",excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,515,Apples,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,521,Pears,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,523,Quinces,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,526,Apricots,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,530,Sour cherries,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,531,Cherries,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,534,Peaches and nectarines,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,536,Plums and sloes,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,541,Other stone fruits,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,542,Other pome fruits,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,544,Strawberries,excluded_non_primary_or_aggregate_or_derivative,Not in ChatGPT-reviewed primary meat whitelist or manual-review animal list.,"Excluded from first filter design because QCL includes live animals, offal, fat, milk, derivative, crop, aggregate, and other non-primary-meat items.",candidate_filter_design_only_not_parse_eligible,filter design only; no numeric parsing; no country promotion
