dataset_code,dataset_name,provider_name,element_code,element_label,area_code,area_label,item_code,item_label,inferred_series_code,inferred_series_url,area_scope_status,first_fetch_scope,query_plan_status,allowed_use_scope,design_note
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,9,Argentina,1017,"Meat of goat, fresh or chilled",9.1017.5320,https://api.db.nomics.world/v22/series/FAO/QCL/9.1017.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,9,Argentina,1035,"Meat of pig with the bone, fresh or chilled",9.1035.5320,https://api.db.nomics.world/v22/series/FAO/QCL/9.1035.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,9,Argentina,1058,"Meat of chickens, fresh or chilled",9.1058.5320,https://api.db.nomics.world/v22/series/FAO/QCL/9.1058.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,9,Argentina,1069,"Meat of ducks, fresh or chilled",9.1069.5320,https://api.db.nomics.world/v22/series/FAO/QCL/9.1069.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,9,Argentina,1073,"Meat of geese, fresh or chilled",9.1073.5320,https://api.db.nomics.world/v22/series/FAO/QCL/9.1073.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,9,Argentina,1080,"Meat of turkeys, fresh or chilled",9.1080.5320,https://api.db.nomics.world/v22/series/FAO/QCL/9.1080.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,9,Argentina,1097,"Horse meat, fresh or chilled",9.1097.5320,https://api.db.nomics.world/v22/series/FAO/QCL/9.1097.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,9,Argentina,1108,"Meat of asses, fresh or chilled",9.1108.5320,https://api.db.nomics.world/v22/series/FAO/QCL/9.1108.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,9,Argentina,1111,"Meat of mules, fresh or chilled",9.1111.5320,https://api.db.nomics.world/v22/series/FAO/QCL/9.1111.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,9,Argentina,1127,"Meat of camels, fresh or chilled",9.1127.5320,https://api.db.nomics.world/v22/series/FAO/QCL/9.1127.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,9,Argentina,1141,"Meat of rabbits and hares, fresh or chilled",9.1141.5320,https://api.db.nomics.world/v22/series/FAO/QCL/9.1141.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,10,Australia,867,"Meat of cattle with the bone, fresh or chilled",10.867.5320,https://api.db.nomics.world/v22/series/FAO/QCL/10.867.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,10,Australia,947,"Meat of buffalo, fresh or chilled",10.947.5320,https://api.db.nomics.world/v22/series/FAO/QCL/10.947.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,10,Australia,977,"Meat of sheep, fresh or chilled",10.977.5320,https://api.db.nomics.world/v22/series/FAO/QCL/10.977.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,10,Australia,1017,"Meat of goat, fresh or chilled",10.1017.5320,https://api.db.nomics.world/v22/series/FAO/QCL/10.1017.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,10,Australia,1035,"Meat of pig with the bone, fresh or chilled",10.1035.5320,https://api.db.nomics.world/v22/series/FAO/QCL/10.1035.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,10,Australia,1058,"Meat of chickens, fresh or chilled",10.1058.5320,https://api.db.nomics.world/v22/series/FAO/QCL/10.1058.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,10,Australia,1069,"Meat of ducks, fresh or chilled",10.1069.5320,https://api.db.nomics.world/v22/series/FAO/QCL/10.1069.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,10,Australia,1073,"Meat of geese, fresh or chilled",10.1073.5320,https://api.db.nomics.world/v22/series/FAO/QCL/10.1073.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,10,Australia,1080,"Meat of turkeys, fresh or chilled",10.1080.5320,https://api.db.nomics.world/v22/series/FAO/QCL/10.1080.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,10,Australia,1097,"Horse meat, fresh or chilled",10.1097.5320,https://api.db.nomics.world/v22/series/FAO/QCL/10.1097.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,10,Australia,1108,"Meat of asses, fresh or chilled",10.1108.5320,https://api.db.nomics.world/v22/series/FAO/QCL/10.1108.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,10,Australia,1111,"Meat of mules, fresh or chilled",10.1111.5320,https://api.db.nomics.world/v22/series/FAO/QCL/10.1111.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,10,Australia,1127,"Meat of camels, fresh or chilled",10.1127.5320,https://api.db.nomics.world/v22/series/FAO/QCL/10.1127.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,10,Australia,1141,"Meat of rabbits and hares, fresh or chilled",10.1141.5320,https://api.db.nomics.world/v22/series/FAO/QCL/10.1141.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,11,Austria,867,"Meat of cattle with the bone, fresh or chilled",11.867.5320,https://api.db.nomics.world/v22/series/FAO/QCL/11.867.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,11,Austria,947,"Meat of buffalo, fresh or chilled",11.947.5320,https://api.db.nomics.world/v22/series/FAO/QCL/11.947.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,11,Austria,977,"Meat of sheep, fresh or chilled",11.977.5320,https://api.db.nomics.world/v22/series/FAO/QCL/11.977.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,11,Austria,1017,"Meat of goat, fresh or chilled",11.1017.5320,https://api.db.nomics.world/v22/series/FAO/QCL/11.1017.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,11,Austria,1035,"Meat of pig with the bone, fresh or chilled",11.1035.5320,https://api.db.nomics.world/v22/series/FAO/QCL/11.1035.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,11,Austria,1058,"Meat of chickens, fresh or chilled",11.1058.5320,https://api.db.nomics.world/v22/series/FAO/QCL/11.1058.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,11,Austria,1069,"Meat of ducks, fresh or chilled",11.1069.5320,https://api.db.nomics.world/v22/series/FAO/QCL/11.1069.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,11,Austria,1073,"Meat of geese, fresh or chilled",11.1073.5320,https://api.db.nomics.world/v22/series/FAO/QCL/11.1073.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,11,Austria,1080,"Meat of turkeys, fresh or chilled",11.1080.5320,https://api.db.nomics.world/v22/series/FAO/QCL/11.1080.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,11,Austria,1097,"Horse meat, fresh or chilled",11.1097.5320,https://api.db.nomics.world/v22/series/FAO/QCL/11.1097.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,11,Austria,1108,"Meat of asses, fresh or chilled",11.1108.5320,https://api.db.nomics.world/v22/series/FAO/QCL/11.1108.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,11,Austria,1111,"Meat of mules, fresh or chilled",11.1111.5320,https://api.db.nomics.world/v22/series/FAO/QCL/11.1111.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,11,Austria,1127,"Meat of camels, fresh or chilled",11.1127.5320,https://api.db.nomics.world/v22/series/FAO/QCL/11.1127.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,11,Austria,1141,"Meat of rabbits and hares, fresh or chilled",11.1141.5320,https://api.db.nomics.world/v22/series/FAO/QCL/11.1141.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,12,Bahamas,867,"Meat of cattle with the bone, fresh or chilled",12.867.5320,https://api.db.nomics.world/v22/series/FAO/QCL/12.867.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,12,Bahamas,947,"Meat of buffalo, fresh or chilled",12.947.5320,https://api.db.nomics.world/v22/series/FAO/QCL/12.947.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,12,Bahamas,977,"Meat of sheep, fresh or chilled",12.977.5320,https://api.db.nomics.world/v22/series/FAO/QCL/12.977.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,12,Bahamas,1017,"Meat of goat, fresh or chilled",12.1017.5320,https://api.db.nomics.world/v22/series/FAO/QCL/12.1017.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,12,Bahamas,1035,"Meat of pig with the bone, fresh or chilled",12.1035.5320,https://api.db.nomics.world/v22/series/FAO/QCL/12.1035.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,12,Bahamas,1058,"Meat of chickens, fresh or chilled",12.1058.5320,https://api.db.nomics.world/v22/series/FAO/QCL/12.1058.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,12,Bahamas,1069,"Meat of ducks, fresh or chilled",12.1069.5320,https://api.db.nomics.world/v22/series/FAO/QCL/12.1069.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,12,Bahamas,1073,"Meat of geese, fresh or chilled",12.1073.5320,https://api.db.nomics.world/v22/series/FAO/QCL/12.1073.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,12,Bahamas,1080,"Meat of turkeys, fresh or chilled",12.1080.5320,https://api.db.nomics.world/v22/series/FAO/QCL/12.1080.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,12,Bahamas,1097,"Horse meat, fresh or chilled",12.1097.5320,https://api.db.nomics.world/v22/series/FAO/QCL/12.1097.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,12,Bahamas,1108,"Meat of asses, fresh or chilled",12.1108.5320,https://api.db.nomics.world/v22/series/FAO/QCL/12.1108.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,12,Bahamas,1111,"Meat of mules, fresh or chilled",12.1111.5320,https://api.db.nomics.world/v22/series/FAO/QCL/12.1111.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,12,Bahamas,1127,"Meat of camels, fresh or chilled",12.1127.5320,https://api.db.nomics.world/v22/series/FAO/QCL/12.1127.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,12,Bahamas,1141,"Meat of rabbits and hares, fresh or chilled",12.1141.5320,https://api.db.nomics.world/v22/series/FAO/QCL/12.1141.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,13,Bahrain,867,"Meat of cattle with the bone, fresh or chilled",13.867.5320,https://api.db.nomics.world/v22/series/FAO/QCL/13.867.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,13,Bahrain,947,"Meat of buffalo, fresh or chilled",13.947.5320,https://api.db.nomics.world/v22/series/FAO/QCL/13.947.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,13,Bahrain,977,"Meat of sheep, fresh or chilled",13.977.5320,https://api.db.nomics.world/v22/series/FAO/QCL/13.977.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,13,Bahrain,1017,"Meat of goat, fresh or chilled",13.1017.5320,https://api.db.nomics.world/v22/series/FAO/QCL/13.1017.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
QCL,Production: Crops and livestock products,Food and Agriculture Organization of the United Nations,5320,Producing Animals/Slaughtered,13,Bahrain,1035,"Meat of pig with the bone, fresh or chilled",13.1035.5320,https://api.db.nomics.world/v22/series/FAO/QCL/13.1035.5320,all_qcl_area_codes_from_metadata,deferred_full_area_scope_after_review,candidate_query_plan_only_no_fetch,filter design only; no numeric parsing; no country promotion,"Inferred URL only; do not fetch or parse observations until ChatGPT approves series URL validation, legal status, and source-snapshot manifest fields."
